,path,pred,truth,real_truth,pred_decoded,after_ngram_selection,candidate_sensor_distances,sortedby_ngramscore,sortedby_sensorscore,sortedby_weightedscore,pred_decoded_norepeat,sensor_accu,ngram_correction,ngram_accu
0,['C:\\projects\\Collected_SSR_Data\\EMG_only_082223\\sentences\\DO NOT LAND HERE\\DO NOT LAND HERE_82.csv'],[3. 0. 3. 2.],[1. 7. 3. 2.],DO NOT LAND HERE,LAND ASSISTANCE LAND HERE,"{('LAND', 'ASSISTANCE', 'NOISE', 'NOISE'): 1.8026066287794387e-09, ('LAND', 'MEDICAL', 'NOISE', 'NOISE'): 2.4152852634573563e-10, ('LAND', 'NEED', 'NOISE', 'NOISE'): 6.809219414011247e-09, ('UP', 'ASSISTANCE', 'NOISE', 'NOISE'): 8.31759939974123e-09, ('UP', 'MEDICAL', 'NOISE', 'NOISE'): 2.858887162768275e-08, ('UP', 'NEED', 'NOISE', 'NOISE'): 1.5811272619884836e-08, ('PICK', 'MEDICAL', 'NOISE', 'NOISE'): 9.614380241014982e-11, ('PICK', 'NEED', 'NOISE', 'NOISE'): 1.4432776964297864e-10}","{('LAND', 'ASSISTANCE', 'NOISE', 'NOISE'): 0.778174328804016, ('LAND', 'MEDICAL', 'NOISE', 'NOISE'): 1.0107677221298217, ('LAND', 'NEED', 'NOISE', 'NOISE'): 1.0135823249816895, ('UP', 'ASSISTANCE', 'NOISE', 'NOISE'): 0.8086335182189941, ('UP', 'MEDICAL', 'NOISE', 'NOISE'): 1.0412269115447996, ('UP', 'NEED', 'NOISE', 'NOISE'): 1.0440415143966675, ('PICK', 'MEDICAL', 'NOISE', 'NOISE'): 1.046312618255615, ('PICK', 'NEED', 'NOISE', 'NOISE'): 1.049127221107483}","{('UP', 'MEDICAL', 'NOISE', 'NOISE'): 2.858887162768275e-08, ('UP', 'NEED', 'NOISE', 'NOISE'): 1.5811272619884836e-08, ('UP', 'ASSISTANCE', 'NOISE', 'NOISE'): 8.31759939974123e-09, ('LAND', 'NEED', 'NOISE', 'NOISE'): 6.809219414011247e-09, ('LAND', 'ASSISTANCE', 'NOISE', 'NOISE'): 1.8026066287794387e-09, ('LAND', 'MEDICAL', 'NOISE', 'NOISE'): 2.4152852634573563e-10, ('PICK', 'NEED', 'NOISE', 'NOISE'): 1.4432776964297864e-10, ('PICK', 'MEDICAL', 'NOISE', 'NOISE'): 9.614380241014982e-11}","{('LAND', 'ASSISTANCE', 'NOISE', 'NOISE'): 0.9001299158788382, ('UP', 'ASSISTANCE', 'NOISE', 'NOISE'): 0.8962208151843813, ('LAND', 'MEDICAL', 'NOISE', 'NOISE'): 0.8702791216574768, ('LAND', 'NEED', 'NOISE', 'NOISE'): 0.8699178984544244, ('UP', 'MEDICAL', 'NOISE', 'NOISE'): 0.86637002096302, ('UP', 'NEED', 'NOISE', 'NOISE'): 0.8660087977599675, ('PICK', 'MEDICAL', 'NOISE', 'NOISE'): 0.8657173266524721, ('PICK', 'NEED', 'NOISE', 'NOISE'): 0.8653561034494198}","{('LAND', 'ASSISTANCE', 'NOISE', 'NOISE'): 0.9001299158788382, ('UP', 'ASSISTANCE', 'NOISE', 'NOISE'): 0.8962208151843813, ('LAND', 'MEDICAL', 'NOISE', 'NOISE'): 0.8702791216574768, ('LAND', 'NEED', 'NOISE', 'NOISE'): 0.8699178984544244, ('UP', 'MEDICAL', 'NOISE', 'NOISE'): 0.86637002096302, ('UP', 'NEED', 'NOISE', 'NOISE'): 0.8660087977599675, ('PICK', 'MEDICAL', 'NOISE', 'NOISE'): 0.8657173266524721, ('PICK', 'NEED', 'NOISE', 'NOISE'): 0.8653561034494198}",LAND ASSISTANCE LAND HERE,0,LAND ASSISTANCE,0
