,path,pred,truth,arrays,real_truth,pred_decoded,after_ngram_selection,candidate_sensor_distances,sortedby_ngramscore,sortedby_sensorscore,sortedby_weightedscore,ngram_correction
0,['C:\\projects\\Collected_SSR_Data\\EMG_only_082223\\sentences\\DO NOT LAND HERE\\DO NOT LAND HERE_82.csv'],[3. 0. 3. 2.],[1. 7. 3. 2.],"[array([1.0680686 , 1.1709843 , 1.0476221 , 1.0710545 , 1.008692  ,
       1.0338838 , 0.887234  , 1.0076772 , 1.064433  , 1.0545634 ,
       1.0356464 , 1.0427527 , 1.0308273 , 1.0730462 , 1.012695  ,
       1.0622871 , 1.0483611 , 1.0658008 , 1.0130377 , 1.0404878 ,
       1.1520355 , 1.0349102 , 1.0450124 , 1.1622442 , 1.0362641 ,
       1.05601   , 1.0130383 , 1.0502609 , 1.0432707 , 1.060984  ,
       1.0587947 , 0.8975386 , 1.0534738 , 1.0489326 , 1.0659137 ,
       1.065373  , 1.173817  , 1.0679269 , 1.0544544 , 0.89763373,
       1.0445904 , 1.0456803 , 1.0514169 , 1.061294  , 1.0151969 ,
       1.0487515 , 1.0625125 , 0.8811664 , 1.1410359 , 0.8845418 ,
       1.0453283 , 1.0518961 , 1.0615692 , 1.060576  , 1.0717827 ],
      dtype=float32), array([1.0752015 , 1.1721247 , 0.1210503 , 1.0510511 , 1.1294824 ,
       0.11414731, 1.0927434 , 1.1294453 , 1.1003064 , 1.2078886 ,
       1.0839047 , 1.2009065 , 1.0815268 , 1.0517712 , 1.132987  ,
       1.0997784 , 1.0558494 , 1.0709066 , 1.1329715 , 1.2026783 ,
       1.1667795 , 1.0831866 , 0.11938918, 1.1724824 , 1.0551057 ,
       1.0974629 , 1.0734692 , 1.0605687 , 1.0925527 , 1.1082373 ,
       1.0983155 , 1.0960398 , 1.2071486 , 0.12180531, 1.0488217 ,
       1.0710406 , 1.1758382 , 1.0720332 , 1.1036526 , 1.0965191 ,
       1.0882491 , 0.11990279, 1.1026235 , 1.0673121 , 1.1344864 ,
       1.204489  , 1.1092135 , 1.0897272 , 1.1731179 , 1.0217706 ,
       1.0621909 , 1.0441654 , 1.1061794 , 1.0656185 , 1.0523535 ],
      dtype=float32), array([1.0570487e+00, 1.0509646e+00, 1.1333745e+00, 1.1453605e+00,
       1.1384981e+00, 1.1311190e+00, 1.0370016e-03, 1.1376425e+00,
       1.0723951e+00, 1.0233169e+00, 1.2093487e+00, 1.0207151e+00,
       1.2084628e+00, 1.1453747e+00, 1.1401726e+00, 1.0718281e+00,
       1.2271160e+00, 1.0469093e+00, 1.1392428e+00, 1.0218186e+00,
       1.0445143e+00, 1.2093194e+00, 1.1322975e+00, 1.0475080e+00,
       1.2198076e+00, 1.0717403e+00, 1.2071064e+00, 1.2239747e+00,
       1.0691835e+00, 1.1502200e+00, 1.0721103e+00, 1.5631914e-03,
       1.0287573e+00, 1.1336492e+00, 1.1441820e+00, 1.0472525e+00,
       1.0494442e+00, 1.0478200e+00, 1.1469646e+00, 1.5519261e-03,
       1.2107611e+00, 1.1323731e+00, 1.1453818e+00, 1.2191616e+00,
       1.1383811e+00, 1.0298185e+00, 1.1501632e+00, 7.6639652e-04,
       1.0452642e+00, 4.1897893e-03, 1.0429051e+00, 1.1412994e+00,
       1.1528326e+00, 1.2256942e+00, 1.1454651e+00], dtype=float32), array([1.0845307e+00, 1.0550188e+00, 1.1872443e+00, 1.1697261e+00,
       1.1913149e+00, 1.1880357e+00, 1.0270556e+00, 1.1921170e+00,
       1.1420490e+00, 2.2679567e-04, 1.0694370e+00, 4.0519238e-04,
       1.0704277e+00, 1.1694804e+00, 1.1827853e+00, 1.1412165e+00,
       1.2070906e+00, 1.0772192e+00, 1.1739717e+00, 5.6642294e-04,
       1.0564828e+00, 1.0703088e+00, 1.1863959e+00, 1.0584054e+00,
       1.2127159e+00, 1.1406538e+00, 1.0727334e+00, 1.2019867e+00,
       1.1422367e+00, 1.1276335e+00, 1.1422760e+00, 1.0271634e+00,
       2.9468536e-04, 1.1774729e+00, 1.1713167e+00, 1.0761138e+00,
       1.0618782e+00, 1.0747744e+00, 1.1330031e+00, 1.0266788e+00,
       1.0681871e+00, 1.1869948e+00, 1.1319892e+00, 1.2005432e+00,
       1.1761676e+00, 3.6948919e-04, 1.1286482e+00, 1.0253702e+00,
       1.0495960e+00, 1.0393194e+00, 1.0904860e+00, 1.1715326e+00,
       1.1283768e+00, 1.1981198e+00, 1.1657887e+00], dtype=float32)]",DO NOT LAND HERE,LAND ASSISTANCE LAND HERE,,,,,,
1,['C:\\projects\\Collected_SSR_Data\\EMG_only_082223\\sentences\\NEED MEDICAL ASSISTANCE\\NEED MEDICAL ASSISTANCE_26.csv'],[5. 4. 4. 0. 0.],[5. 4. 4. 0. 0.],"[array([1.04614198e+00, 1.04949844e+00, 1.04750896e+00, 1.03504169e+00,
       1.09615338e+00, 1.04778683e+00, 1.22838628e+00, 1.09402740e+00,
       1.10474360e+00, 1.20127320e+00, 1.12452197e+00, 1.20237863e+00,
       1.12470174e+00, 1.03497005e+00, 1.09789193e+00, 1.10398972e+00,
       4.24981117e-05, 1.04128754e+00, 1.10570431e+00, 1.19917870e+00,
       1.04688036e+00, 1.12444997e+00, 1.04707086e+00, 1.04973936e+00,
       2.34544277e-04, 1.10359633e+00, 1.12654257e+00, 8.60691071e-05,
       1.10519445e+00, 1.08917212e+00, 1.10357916e+00, 1.22845113e+00,
       1.19865298e+00, 1.05018771e+00, 1.03494489e+00, 1.04161394e+00,
       1.04459465e+00, 1.04163885e+00, 1.09246993e+00, 1.22823429e+00,
       1.12339771e+00, 1.04740715e+00, 1.09250259e+00, 1.64151192e-04,
       1.10687780e+00, 1.19773376e+00, 1.08977675e+00, 1.22639787e+00,
       1.04126596e+00, 1.23376381e+00, 1.04131615e+00, 1.03596175e+00,
       1.09031188e+00, 1.04010105e-04, 1.03595042e+00], dtype=float32), array([1.0905356 , 1.0429542 , 1.0280112 , 0.00264478, 1.1199944 ,
       1.0287223 , 1.1259176 , 1.1200576 , 1.0656847 , 1.1670666 ,
       1.2185311 , 1.1674662 , 1.2197781 , 0.00280237, 1.1224512 ,
       1.0661796 , 1.041386  , 1.0855565 , 1.1246549 , 1.1654451 ,
       1.0439454 , 1.2184899 , 1.0290562 , 1.0426525 , 1.0431012 ,
       1.0668362 , 1.2156498 , 1.0445436 , 1.0687338 , 1.1011777 ,
       1.065859  , 1.1257477 , 1.167864  , 1.0296277 , 0.00231576,
       1.0854237 , 1.0442008 , 1.0856239 , 1.1008221 , 1.1264478 ,
       1.219357  , 1.0287861 , 1.1018096 , 1.0441552 , 1.1213324 ,
       1.1678566 , 1.1006615 , 1.1285735 , 1.0396491 , 1.1302028 ,
       1.0847983 , 0.00147051, 1.0988667 , 1.0428683 , 0.00268793],
      dtype=float32), array([1.0798091e+00, 1.0308794e+00, 1.0230119e+00, 1.2516975e-06,
       1.1140486e+00, 1.0246465e+00, 1.1336865e+00, 1.1141964e+00,
       1.0591038e+00, 1.1647328e+00, 1.2271621e+00, 1.1659786e+00,
       1.2287421e+00, 4.7683716e-06, 1.1162332e+00, 1.0597591e+00,
       1.0379168e+00, 1.0751165e+00, 1.1184134e+00, 1.1640781e+00,
       1.0331712e+00, 1.2271731e+00, 1.0242237e+00, 1.0311452e+00,
       1.0405842e+00, 1.0608619e+00, 1.2258935e+00, 1.0410057e+00,
       1.0635661e+00, 1.0953979e+00, 1.0596905e+00, 1.1328144e+00,
       1.1656295e+00, 1.0245517e+00, 1.3053417e-05, 1.0750299e+00,
       1.0318897e+00, 1.0750654e+00, 1.0955207e+00, 1.1335057e+00,
       1.2273455e+00, 1.0239011e+00, 1.0967157e+00, 1.0398415e+00,
       1.1149529e+00, 1.1659693e+00, 1.0947788e+00, 1.1367646e+00,
       1.0296748e+00, 1.1380901e+00, 1.0757313e+00, 1.7255545e-04,
       1.0930587e+00, 1.0385531e+00, 7.3909760e-06], dtype=float32), array([1.0579078e+00, 1.0835297e+00, 4.3928623e-04, 1.0257765e+00,
       1.1516842e+00, 1.1831522e-04, 1.1297376e+00, 1.1521336e+00,
       1.0379856e+00, 1.1904364e+00, 1.0768695e+00, 1.1882210e+00,
       1.0765581e+00, 1.0255804e+00, 1.1534101e+00, 1.0384341e+00,
       1.0486310e+00, 1.0510168e+00, 1.1530215e+00, 1.1916907e+00,
       1.0868593e+00, 1.0764031e+00, 2.9563904e-04, 1.0881125e+00,
       1.0541902e+00, 1.0390618e+00, 1.0765123e+00, 1.0530111e+00,
       1.0400980e+00, 1.1489141e+00, 1.0386314e+00, 1.1281695e+00,
       1.1901901e+00, 5.0699711e-04, 1.0258622e+00, 1.0514681e+00,
       1.0861924e+00, 1.0513566e+00, 1.1469991e+00, 1.1286825e+00,
       1.0772654e+00, 3.5089254e-04, 1.1473750e+00, 1.0550002e+00,
       1.1536717e+00, 1.1894037e+00, 1.1492319e+00, 1.1294298e+00,
       1.0994949e+00, 1.0524024e+00, 1.0511777e+00, 1.0275971e+00,
       1.1464574e+00, 1.0533963e+00, 1.0268006e+00], dtype=float32), array([1.0577143e+00, 1.0782022e+00, 2.2113323e-05, 1.0219297e+00,
       1.1499411e+00, 6.5684319e-05, 1.1247203e+00, 1.1503904e+00,
       1.0316944e+00, 1.1903880e+00, 1.0785204e+00, 1.1883467e+00,
       1.0782876e+00, 1.0216957e+00, 1.1515931e+00, 1.0321779e+00,
       1.0457982e+00, 1.0500467e+00, 1.1512183e+00, 1.1918963e+00,
       1.0818254e+00, 1.0780603e+00, 1.3589859e-05, 1.0828588e+00,
       1.0516737e+00, 1.0329486e+00, 1.0785731e+00, 1.0501915e+00,
       1.0342176e+00, 1.1631050e+00, 1.0324618e+00, 1.1229531e+00,
       1.1902118e+00, 8.3565712e-05, 1.0220941e+00, 1.0505297e+00,
       1.0807141e+00, 1.0503999e+00, 1.1612970e+00, 1.1234708e+00,
       1.0787554e+00, 1.0251999e-05, 1.1617302e+00, 1.0519456e+00,
       1.1518165e+00, 1.1894684e+00, 1.1633909e+00, 1.1245406e+00,
       1.0947043e+00, 1.0474936e+00, 1.0504844e+00, 1.0240752e+00,
       1.1606627e+00, 1.0503823e+00, 1.0229434e+00], dtype=float32)]",NEED MEDICAL ASSISTANCE,NEED MEDICAL MEDICAL ASSISTANCE ASSISTANCE,,,,,,
2,['C:\\projects\\Collected_SSR_Data\\EMG_only_082223\\sentences\\NEED MEDICAL ASSISTANCE\\NEED MEDICAL ASSISTANCE_93.csv'],[5. 4. 4. 0. 0.],[5. 4. 4. 0. 0.],"[array([1.04333174e+00, 1.05369282e+00, 1.04512608e+00, 1.03455758e+00,
       1.09501803e+00, 1.04546022e+00, 1.23313022e+00, 1.09290075e+00,
       1.10228801e+00, 1.19582641e+00, 1.12604475e+00, 1.19696283e+00,
       1.12624192e+00, 1.03447807e+00, 1.09669507e+00, 1.10153604e+00,
       6.34193420e-05, 1.03830457e+00, 1.10445416e+00, 1.19376338e+00,
       1.05117130e+00, 1.12598097e+00, 1.04470623e+00, 1.05398929e+00,
       4.31358814e-04, 1.10115528e+00, 1.12814426e+00, 1.44898891e-04,
       1.10276377e+00, 1.09307659e+00, 1.10114121e+00, 1.23317099e+00,
       1.19320178e+00, 1.04774582e+00, 1.03447223e+00, 1.03862810e+00,
       1.04881930e+00, 1.03864741e+00, 1.09642839e+00, 1.23295283e+00,
       1.12488079e+00, 1.04503083e+00, 1.09646952e+00, 2.08854675e-04,
       1.10564613e+00, 1.19227791e+00, 1.09368086e+00, 1.23114872e+00,
       1.04558027e+00, 1.23838174e+00, 1.03846538e+00, 1.03553057e+00,
       1.09420300e+00, 1.11579895e-04, 1.03544593e+00], dtype=float32), array([1.0999069 , 1.0473772 , 0.95652366, 0.00598031, 1.1377145 ,
       0.95708334, 1.144979  , 1.1377687 , 1.074147  , 1.1830062 ,
       1.2171252 , 1.1831447 , 1.2183112 , 0.00615251, 1.1403484 ,
       1.0746385 , 1.0282674 , 1.0945183 , 1.1426575 , 1.181325  ,
       1.0484254 , 1.2170407 , 0.9575197 , 1.0473995 , 1.0301836 ,
       1.0752587 , 1.2140146 , 1.0317061 , 1.0772269 , 1.1100059 ,
       1.074276  , 1.1447886 , 1.183662  , 0.9581822 , 0.00563425,
       1.0944034 , 1.048836  , 1.0945978 , 1.1095086 , 1.1455228 ,
       1.2180594 , 0.95728487, 1.1105044 , 1.0316199 , 1.1394228 ,
       1.183525  , 1.1095409 , 1.1475128 , 1.0448081 , 1.143683  ,
       1.0936321 , 0.00479549, 1.1075155 , 1.0301797 , 0.00610805],
      dtype=float32), array([1.0792215e+00, 1.0305555e+00, 1.0229084e+00, 3.3378601e-06,
       1.1131859e+00, 1.0245856e+00, 1.1342523e+00, 1.1133358e+00,
       1.0589559e+00, 1.1656065e+00, 1.2263812e+00, 1.1668909e+00,
       1.2279744e+00, 1.5497208e-06, 1.1153662e+00, 1.0596188e+00,
       1.0377036e+00, 1.0745391e+00, 1.1175541e+00, 1.1649963e+00,
       1.0329061e+00, 1.2263938e+00, 1.0241301e+00, 1.0308411e+00,
       1.0404027e+00, 1.0607413e+00, 1.2251779e+00, 1.0407932e+00,
       1.0634781e+00, 1.0952296e+00, 1.0595598e+00, 1.1333506e+00,
       1.1665084e+00, 1.0244553e+00, 2.8192997e-05, 1.0744544e+00,
       1.0315448e+00, 1.0744847e+00, 1.0953660e+00, 1.1340415e+00,
       1.2265383e+00, 1.0238038e+00, 1.0965712e+00, 1.0395972e+00,
       1.1140846e+00, 1.1668609e+00, 1.0946041e+00, 1.1373510e+00,
       1.0294551e+00, 1.1386694e+00, 1.0752027e+00, 2.2983551e-04,
       1.0928875e+00, 1.0383172e+00, 1.1742115e-05], dtype=float32), array([1.0578072e+00, 1.0761288e+00, 8.1658363e-06, 1.0220119e+00,
       1.1493676e+00, 1.5878677e-04, 1.1301253e+00, 1.1498270e+00,
       1.0305507e+00, 1.1885000e+00, 1.0728710e+00, 1.1865184e+00,
       1.0726632e+00, 1.0217727e+00, 1.1509744e+00, 1.0310457e+00,
       1.0467075e+00, 1.0500726e+00, 1.1505797e+00, 1.1900997e+00,
       1.0798891e+00, 1.0724142e+00, 3.7908554e-05, 1.0808456e+00,
       1.0526671e+00, 1.0318478e+00, 1.0730363e+00, 1.0510944e+00,
       1.0332081e+00, 1.1644003e+00, 1.0313467e+00, 1.1283027e+00,
       1.1883010e+00, 4.7922134e-05, 1.0222119e+00, 1.0505533e+00,
       1.0786419e+00, 1.0504085e+00, 1.1626301e+00, 1.1288201e+00,
       1.0730605e+00, 2.4020672e-05, 1.1630876e+00, 1.0528243e+00,
       1.1511705e+00, 1.1875612e+00, 1.1646765e+00, 1.1299802e+00,
       1.0928329e+00, 1.0529538e+00, 1.0506349e+00, 1.0242672e+00,
       1.1619405e+00, 1.0512426e+00, 1.0230142e+00], dtype=float32), array([1.0574555e+00, 1.0822518e+00, 8.7559223e-05, 1.0213826e+00,
       1.1437349e+00, 7.9512596e-05, 1.1239519e+00, 1.1441730e+00,
       1.0327272e+00, 1.1923192e+00, 1.0780675e+00, 1.1902235e+00,
       1.0778037e+00, 1.0211614e+00, 1.1454173e+00, 1.0332017e+00,
       1.0466436e+00, 1.0495535e+00, 1.1450516e+00, 1.1937494e+00,
       1.0857662e+00, 1.0776025e+00, 8.6188316e-05, 1.0867984e+00,
       1.0525042e+00, 1.0339488e+00, 1.0779803e+00, 1.0510879e+00,
       1.0350921e+00, 1.1679928e+00, 1.0334756e+00, 1.1222556e+00,
       1.1921784e+00, 1.7583370e-04, 1.0215011e+00, 1.0500388e+00,
       1.0847073e+00, 1.0499444e+00, 1.1661355e+00, 1.1227746e+00,
       1.0783563e+00, 6.7949295e-05, 1.1665517e+00, 1.0528975e+00,
       1.1456530e+00, 1.1913924e+00, 1.1682826e+00, 1.1237497e+00,
       1.0986438e+00, 1.0467010e+00, 1.0498461e+00, 1.0233997e+00,
       1.1655506e+00, 1.0513653e+00, 1.0224092e+00], dtype=float32)]",NEED MEDICAL ASSISTANCE,NEED MEDICAL MEDICAL ASSISTANCE ASSISTANCE,,,,,,
3,['C:\\projects\\Collected_SSR_Data\\EMG_only_082223\\sentences\\PICK US UP\\PICK US UP_33.csv'],[ 8. 10.  9.  9.],[ 8. 10.  9.  9.],"[array([1.0916945e+00, 1.0085196e+00, 1.0750033e+00, 1.2276564e+00,
       1.0271425e+00, 1.0787982e+00, 1.2134978e+00, 1.0267714e+00,
       1.0514530e+00, 1.0840645e+00, 7.2717667e-06, 1.0848265e+00,
       1.9907951e-05, 1.2285471e+00, 1.0269567e+00, 1.0514055e+00,
       1.1215744e+00, 1.0890402e+00, 1.0272338e+00, 1.0880412e+00,
       1.0139515e+00, 6.2584877e-06, 1.0767670e+00, 1.0113328e+00,
       1.1160892e+00, 1.0514098e+00, 2.9373169e-04, 1.1193767e+00,
       1.0555686e+00, 1.0387260e+00, 1.0509682e+00, 1.2120426e+00,
       1.0823421e+00, 1.0757750e+00, 1.2288415e+00, 1.0881789e+00,
       1.0084696e+00, 1.0876478e+00, 1.0365264e+00, 1.2119257e+00,
       4.0352345e-05, 1.0765274e+00, 1.0374343e+00, 1.1201768e+00,
       1.0266672e+00, 1.0810119e+00, 1.0378906e+00, 1.2144419e+00,
       1.0184705e+00, 1.2177463e+00, 1.0916295e+00, 1.2290033e+00,
       1.0375543e+00, 1.1239262e+00, 1.2277136e+00], dtype=float32), array([1.1314571e+00, 1.0229570e+00, 1.1662267e+00, 1.0926156e+00,
       1.0498197e+00, 1.1611223e+00, 1.1508503e+00, 1.0507152e+00,
       1.0701067e+00, 1.1260176e+00, 1.0368700e+00, 1.1288995e+00,
       1.0374250e+00, 1.0923605e+00, 1.0508648e+00, 1.0705957e+00,
       1.0919318e+00, 1.1818070e+00, 1.0508673e+00, 1.1268325e+00,
       1.0244398e+00, 1.0369632e+00, 1.1617494e+00, 1.0253930e+00,
       1.0846814e+00, 1.0699292e+00, 1.0387455e+00, 1.0879903e+00,
       1.0702832e+00, 8.6188316e-05, 1.0698364e+00, 1.1500806e+00,
       1.1234239e+00, 1.1672640e+00, 1.0937061e+00, 1.1810464e+00,
       1.0258293e+00, 1.1794695e+00, 2.0229816e-04, 1.1498296e+00,
       1.0362332e+00, 1.1641692e+00, 2.6762486e-04, 1.0884579e+00,
       1.0512078e+00, 1.1275135e+00, 6.4551830e-05, 1.1505643e+00,
       1.0214154e+00, 1.1630646e+00, 1.1849563e+00, 1.0953267e+00,
       8.5234642e-05, 1.0877526e+00, 1.0930538e+00], dtype=float32), array([1.0956544e+00, 1.2295253e+00, 1.1468258e+00, 1.1156752e+00,
       1.7869473e-04, 1.1479855e+00, 1.1403129e+00, 2.1284819e-04,
       1.0989136e+00, 1.1759040e+00, 1.0235609e+00, 1.1791178e+00,
       1.0229745e+00, 1.1155698e+00, 1.0621548e-04, 1.0996262e+00,
       1.1072412e+00, 1.0931634e+00, 5.1498413e-05, 1.1764328e+00,
       1.2280221e+00, 1.0233262e+00, 1.1477458e+00, 1.2200083e+00,
       1.1119598e+00, 1.1010804e+00, 1.0234394e+00, 1.1095488e+00,
       1.0929471e+00, 1.0515485e+00, 1.1010927e+00, 1.1422482e+00,
       1.1794804e+00, 1.1492701e+00, 1.1141429e+00, 1.0937637e+00,
       1.2196703e+00, 1.0959973e+00, 1.0511916e+00, 1.1420722e+00,
       1.0237138e+00, 1.1463070e+00, 1.0510077e+00, 1.1102654e+00,
       4.4286251e-05, 1.1794120e+00, 1.0514020e+00, 1.1409361e+00,
       1.2339604e+00, 1.1532078e+00, 1.0896404e+00, 1.1151884e+00,
       1.0520273e+00, 1.1126275e+00, 1.1168772e+00], dtype=float32), array([1.0935090e+00, 1.2360399e+00, 1.1448385e+00, 1.1166588e+00,
       1.8560886e-04, 1.1459146e+00, 1.1314508e+00, 1.9186735e-04,
       1.0986838e+00, 1.1860749e+00, 1.0239459e+00, 1.1892402e+00,
       1.0233307e+00, 1.1165625e+00, 2.2816658e-04, 1.0993878e+00,
       1.1046495e+00, 1.0910207e+00, 2.6273727e-04, 1.1865418e+00,
       1.2344394e+00, 1.0237057e+00, 1.1457305e+00, 1.2264739e+00,
       1.1092274e+00, 1.1008192e+00, 1.0237216e+00, 1.1069958e+00,
       1.0925959e+00, 1.0516125e+00, 1.1008315e+00, 1.1334162e+00,
       1.1896974e+00, 1.1473811e+00, 1.1150807e+00, 1.0916264e+00,
       1.2261199e+00, 1.0938822e+00, 1.0511599e+00, 1.1332425e+00,
       1.0241376e+00, 1.1442940e+00, 1.0509605e+00, 1.1077018e+00,
       2.4437904e-04, 1.1896259e+00, 1.0514584e+00, 1.1320603e+00,
       1.2404252e+00, 1.1441208e+00, 1.0873278e+00, 1.1160567e+00,
       1.0521058e+00, 1.1101755e+00, 1.1179037e+00], dtype=float32)]",PICK US UP,PICK US UP UP,,,,,,
4,['C:\\projects\\Collected_SSR_Data\\EMG_only_082223\\sentences\\DO NOT LAND HERE\\DO NOT LAND HERE_67.csv'],[1. 7. 3. 2. 2.],[1. 7. 3. 2. 2.],"[array([1.0162044e+00, 1.0131524e+00, 1.0328510e+00, 1.0634524e+00,
       1.1057038e+00, 1.0365649e+00, 1.0593458e+00, 1.1062154e+00,
       1.0883808e-04, 1.1404498e+00, 1.0525819e+00, 1.1373364e+00,
       1.0515581e+00, 1.0632288e+00, 1.1054047e+00, 7.3432922e-05,
       1.1023293e+00, 1.0102984e+00, 1.1039393e+00, 1.1405758e+00,
       1.0143123e+00, 1.0520456e+00, 1.0361698e+00, 1.0136948e+00,
       1.1066251e+00, 2.0742416e-05, 1.0529306e+00, 1.1056503e+00,
       1.2803078e-04, 1.0737435e+00, 4.4465065e-05, 1.0572356e+00,
       1.1362439e+00, 1.0341563e+00, 1.0634671e+00, 1.0111649e+00,
       1.0145526e+00, 1.0112019e+00, 1.0719559e+00, 1.0575880e+00,
       1.0519239e+00, 1.0346763e+00, 1.0728488e+00, 1.1089623e+00,
       1.1058956e+00, 1.1361156e+00, 1.0731823e+00, 1.0593860e+00,
       1.0141672e+00, 1.0684009e+00, 1.0049425e+00, 1.0634243e+00,
       1.0746146e+00, 1.1051987e+00, 1.0639471e+00], dtype=float32), array([1.2843609e-03, 1.0213307e+00, 1.0496988e+00, 1.0741240e+00,
       1.0879252e+00, 1.0497962e+00, 1.0437506e+00, 1.0884862e+00,
       1.0115815e+00, 1.0746441e+00, 1.0865077e+00, 1.0773113e+00,
       1.0874515e+00, 1.0737525e+00, 1.0891097e+00, 1.0121155e+00,
       1.0412351e+00, 7.5101852e-05, 1.0908612e+00, 1.0761518e+00,
       1.0269699e+00, 1.0874237e+00, 1.0499398e+00, 1.0258458e+00,
       1.0448745e+00, 1.0119970e+00, 1.0900700e+00, 1.0460694e+00,
       1.0124726e+00, 1.1826445e+00, 1.0112648e+00, 1.0439711e+00,
       1.0761611e+00, 1.0504498e+00, 1.0735886e+00, 7.4148178e-05,
       1.0228460e+00, 5.5134296e-05, 1.1836225e+00, 1.0436585e+00,
       1.0841839e+00, 1.0494264e+00, 1.1842818e+00, 1.0425116e+00,
       1.0893377e+00, 1.0755782e+00, 1.1816318e+00, 1.0458946e+00,
       1.0281637e+00, 1.0508484e+00, 6.7698956e-04, 1.0744702e+00,
       1.1817412e+00, 1.0419785e+00, 1.0744176e+00], dtype=float32), array([1.0522405e+00, 1.0402635e+00, 1.1268244e+00, 1.1325170e+00,
       1.1433208e+00, 1.1253471e+00, 9.3579292e-05, 1.1425261e+00,
       1.0584866e+00, 1.0326393e+00, 1.2104789e+00, 1.0306387e+00,
       1.2098514e+00, 1.1324197e+00, 1.1448882e+00, 1.0580523e+00,
       1.2297457e+00, 1.0422003e+00, 1.1439940e+00, 1.0319222e+00,
       1.0348717e+00, 1.2104774e+00, 1.1259285e+00, 1.0372988e+00,
       1.2230527e+00, 1.0583264e+00, 1.2094374e+00, 1.2265875e+00,
       1.0565010e+00, 1.1470051e+00, 1.0585147e+00, 6.9737434e-06,
       1.0381449e+00, 1.1271344e+00, 1.1316085e+00, 1.0425858e+00,
       1.0385990e+00, 1.0430181e+00, 1.1440011e+00, 6.9737434e-06,
       1.2114134e+00, 1.1259513e+00, 1.1426075e+00, 1.2211568e+00,
       1.1429659e+00, 1.0394850e+00, 1.1468393e+00, 2.1189451e-04,
       1.0363181e+00, 3.1366348e-03, 1.0391433e+00, 1.1294855e+00,
       1.1495705e+00, 1.2277402e+00, 1.1326218e+00], dtype=float32), array([1.0847144e+00, 1.0542996e+00, 1.1872959e+00, 1.1677847e+00,
       1.1917161e+00, 1.1879796e+00, 1.0381387e+00, 1.1925149e+00,
       1.1383245e+00, 7.7068806e-05, 1.0774028e+00, 1.8376112e-04,
       1.0783648e+00, 1.1675445e+00, 1.1831976e+00, 1.1374763e+00,
       1.1975639e+00, 1.0775760e+00, 1.1744319e+00, 2.7507544e-04,
       1.0556229e+00, 1.0782672e+00, 1.1864254e+00, 1.0576444e+00,
       1.2032256e+00, 1.1368591e+00, 1.0805672e+00, 1.1925188e+00,
       1.1383601e+00, 1.1247143e+00, 1.1385049e+00, 1.0383263e+00,
       3.9875507e-05, 1.1775351e+00, 1.1693451e+00, 1.0764743e+00,
       1.0611913e+00, 1.0751464e+00, 1.1301172e+00, 1.0378422e+00,
       1.0761950e+00, 1.1870341e+00, 1.1290923e+00, 1.1912285e+00,
       1.1766796e+00, 7.7784061e-05, 1.1257539e+00, 1.0363822e+00,
       1.0485272e+00, 1.0504884e+00, 1.0907004e+00, 1.1694925e+00,
       1.1254578e+00, 1.1886584e+00, 1.1638529e+00], dtype=float32), array([1.0906111e+00, 1.0651633e+00, 1.1910495e+00, 1.1684704e+00,
       1.1965834e+00, 1.1909788e+00, 1.0345253e+00, 1.1973293e+00,
       1.1377217e+00, 1.1673570e-03, 1.0901123e+00, 6.7889690e-04,
       1.0908386e+00, 1.1683198e+00, 1.1882594e+00, 1.1367577e+00,
       1.1928868e+00, 1.0837263e+00, 1.1795263e+00, 5.9974194e-04,
       1.0654886e+00, 1.0909406e+00, 1.1899987e+00, 1.0681007e+00,
       1.1979662e+00, 1.1358073e+00, 1.0921637e+00, 1.1879208e+00,
       1.1366627e+00, 1.1200832e+00, 1.1376041e+00, 1.0352262e+00,
       1.0172129e-03, 1.1813399e+00, 1.1697767e+00, 1.0826025e+00,
       1.0722474e+00, 1.0813855e+00, 1.1252130e+00, 1.0347462e+00,
       1.0893381e+00, 1.1906660e+00, 1.1240290e+00, 1.1872021e+00,
       1.1819172e+00, 8.5723400e-04, 1.1212136e+00, 1.0324280e+00,
       1.0576719e+00, 1.0468855e+00, 1.0958637e+00, 1.1692280e+00,
       1.1208751e+00, 1.1845237e+00, 1.1645690e+00], dtype=float32)]",DO NOT LAND HERE,DO NOT LAND HERE HERE,,,,,,
